id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,80,266600,0,['Of Monsters and Men'],['4dwdTW1Lfiq0cM8nBAqIIz'],2012-01-01,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,4
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,80,193400,0,['Carly Rae Jepsen'],['6sFIWsNpZYqfjUpaCgueju'],2012-01-01,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4
3bC1ahPIYt1btJzSSEyyrF,Whistle,80,224653,0,['Flo Rida'],['0jnsk9HBra6NMjO2oANoPY'],2012-06-22,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,4
55h7vJchibLdUkxdlX3fK7,Treasure,79,178560,1,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2012-12-07,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4
0TAmnCzOtqRfvA38DDLTjj,Little Things,79,219040,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2012-11-12,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,4
7EQGXaVSyEDsCWKmUcfpLk,Die Young,79,211920,0,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,4
2OFrAsP5Vrcb0DtsPNsm54,My Kind of Woman,78,190846,0,['Mac DeMarco'],['3Sz7ZnJQBIHsXLUSo0OQtM'],2012-10-16,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.769,4
62yJjFtgkhUrXktIoSjgP2,Radioactive,78,186813,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2012-09-04,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4
1kPpge9JDLpcj15qgrPbYX,Good Time,78,205933,0,"['Owl City', 'Carly Rae Jepsen']","['07QEuhtrNmmZ0zEcqE9SF6', '6sFIWsNpZYqfjUpaCgueju']",2012-01-01,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,4
0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,78,193147,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2012-10-22,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,4
0KAiuUOrLTIkzkpfpn9jb9,Drive By,78,195973,0,['Train'],['3FUY2gzHeIiaesXtOAdB7A'],2012-04-17,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,77,224920,0,['Alicia Keys'],['3DiDSECUqqY1AuBP8qtaIa'],2012-11-18,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,4
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,77,248133,0,['Flo Rida'],['0jnsk9HBra6NMjO2oANoPY'],2012-06-22,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
1jF7IL57ayN4Ity3jQqGu0,Try,77,247907,0,['P!nk'],['1KCSPY1glIKqW2TotWuXOR'],2012-09-18,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.998,4
0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,77,192960,0,['Tame Impala'],['5INjqkS1o8h1imAzPqGZBb'],2012-01-01,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,4
6O20JhBJPePEkBdrB5sqRx,Diamonds,77,225147,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2012-12-11,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,4
0GNI8K3VATWBABQFAzBAYe,Stay,76,240707,0,"['Rihanna', 'Mikky Ekko']","['5pKCCKE2ajJHZ9KAiaK11H', '1buzCmyYZE4kcdLRudsb8V']",2012-12-11,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4
4My8w8AA1JpG6E5SiAPvJL,Kiss You,76,182867,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2012-11-12,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,4
1K3LRUEcUz5FMtPYyg0F45,Ho Hey,76,163133,0,['The Lumineers'],['16oZKvXb6WkQlVAjwo2Wbg'],2012,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,4
3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,76,227333,0,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],2012-03-12,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,4
213x4gsFDm04hSqIUkg88w,On Top Of The World,76,192280,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2012-09-04,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,4
6VuUMo1TusnqBxLTnr3hOI,Brillas,76,226187,0,['León Larregui'],['4ClsVDy2g7RKSSlvq8cF6d'],2012-01-01,0.625,0.433,9,-12.963,1,0.0366,0.376,0.00103,0.248,0.274,93.041,4
60wwxj6Dd9NJlirf84wr2c,Clarity,76,271427,0,"['Zedd', 'Foxes']","['2qxJFvFYMEDqd7ui6kSAcq', '7qRll6DYV06u2VuRPAVqug']",2012-01-01,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4
2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,75,255893,0,['Sleeping At Last'],['0MeLMJJcouYXCymQSHPn8g'],2012-06-18,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,3
4lCv7b86sLynZbXhfScfm2,Firework,75,227880,0,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],2012-03-12,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,4
6tS3XVuOyu10897O3ae7bi,California Gurls,75,234653,0,"['Katy Perry', 'Snoop Dogg']","['6jJ0s89eD6GaHleKKya26X', '7hJcb9fa4alzcOq3EaNPoG']",2012-03-12,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,4
5G2c6FsfTzgYUzageCmfXY,One Thing,75,197600,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2012-05-25,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,4
6VObnIkLVruX4UVyxWhlqm,Skyfall,75,286480,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2012-10-04,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4
6VwBbL8CzPiC4QV66ay7oR,Wicked Games,75,323747,1,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],2012-11-13,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,4
6cpk00i5TxCqSeqNi2HuIe,One More Night,75,219547,0,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2012-01-01,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,4
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,75,230253,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2012-06-20,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4
3Wu6MhnZuLuzfH5wFC2g9i,Breezeblocks,75,227080,0,['alt-J'],['3XHO7cRUPCLOr6jwp8vsx5'],2012-05-28,0.611,0.643,5,-7.372,1,0.037,0.117,0.00101,0.131,0.258,74.991,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,90,240400,0,['The Neighbourhood'],['77SW9BnxLY8rJ0RciFqkHh'],2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
3U4isOIWM3VvDubwSI3y7a,All of Me,87,269560,0,['John Legend'],['5y2Xq6xcjJb2jVM54GHK3t'],2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,85,247427,0,['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],2013-01-01,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,84,245493,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2013-11-25,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4
0NlGoUyOJSuSHmngoibVAs,All I Want,84,305747,0,['Kodaline'],['4BxCuXFJrSWGi1KHcVqaU4'],2013-06-17,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,3
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,84,257267,0,['OneRepublic'],['5Pwc4xIPtQLFEnJriah9YJ'],2013-01-01,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4
3JvKfv6T31zO0ini8iNItO,Another Love,83,244360,1,['Tom Odell'],['2txHhyCwHjUEpJjWrEyqyX'],2013-06-24,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,82,183956,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
4rHZZAmHpZrA3iH5zx8frV,Mirrors,82,484147,0,['Justin Timberlake'],['31TPClRtHm23RisEBtV3X7'],2013-03-15,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,4
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,82,192790,0,['Capital Cities'],['4gwpcMTbLWtBUlOijbVpuu'],2013,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
3sNVsP50132BTNlImLx70i,Bound 2,80,229147,1,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2013-06-18,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,4
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,80,236053,0,['Lana Del Rey'],['00FQb4jTyendYWaN8pK0wa'],2013-01-01,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,4
5yVIlYEHZxQVLyInCdldoS,Impossible,79,209440,0,['James Arthur'],['4IWBUUAFIplrNtaOHcJPRM'],2013-11-04,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,4
0WSa1sucoNRcEeULlZVQXj,Can You Feel My Heart,79,228147,1,['Bring Me The Horizon'],['1Ffb6ejR6Fe5IamqA5oRUF'],2013-04-01,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
1BncfTJAWxrsxyT9culBrj,Experience,79,315427,0,"['Ludovico Einaudi', 'Daniel Hope', 'I Virtuosi Italiani']","['2uFUBdaVGtyMqckSeCl0Qj', '59r5UU2HOytn9V5uMZ5Vur', '1k1AM2ESRQseVAj6rvBdtx']",2013-01-01,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4
2enPRFda84VE2wtI8c86Uf,Always Forever,79,223747,0,['Cults'],['3Oim8XBPbznAa8Jj8QzNc8'],2013-10-15,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4
4lhqb6JvbHId48OUJGwymk,Hey Brother,79,255093,0,['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],2013-01-01,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4
2jiPHbFX5XM8TjaTfYJ0eo,Stolen Dance,79,313684,0,['Milky Chance'],['1hzfo8twXdOegF3xireCYs'],2013-05-31,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,4
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,79,200107,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2013-11-25,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,4
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,79,210840,0,['Demi Lovato'],['6S2OmqARrzebs0tKUEyXyp'],2013-01-01,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,78,298373,0,['Darius Rucker'],['7FY5V3XMwlNBPitEjXowHQ'],2013-01-01,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,4
5jrdCoLpJSvHHorevXBATy,Dark Horse,78,215672,0,"['Katy Perry', 'Juicy J']","['6jJ0s89eD6GaHleKKya26X', '5gCRApTajqwbnHHPbr2Fpi']",2013-10-18,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,4
6or1bKJiZ06IlK0vFvY75k,Rap God,78,363521,1,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2013-11-05,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,78,221360,0,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],2013-10-04,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,4
2ZltjIqztEpZtafc8w0I9t,3005,78,234215,1,['Childish Gambino'],['73sIBHcqh3Z3NyqHKZ7FOL'],2013-12-10,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,4
0TEekvXTomKt3hdXDZxxeW,Ribs,77,258969,0,['Lorde'],['163tK9Wjr9P9DmM0AVK7lm'],2013-01-01,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,4
2dLLR6qlu5UJ5gk0dKz0h3,Royals,77,190185,0,['Lorde'],['163tK9Wjr9P9DmM0AVK7lm'],2013-09-27,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,4
5anCkDvJ17aznvK5TED5uo,Hail to the King,77,305907,0,['Avenged Sevenfold'],['0nmQIMXWTXfhgOBdNzhGOs'],2013-08-23,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4
3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,77,252347,0,['Marc Anthony'],['4wLXwxDeWQ8mtUIRPxGiD6'],2013-07-23,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,4
7brQHA2CgQpcMBiOlfiXYb,Afraid,76,251187,1,['The Neighbourhood'],['77SW9BnxLY8rJ0RciFqkHh'],2013-04-19,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,76,263827,0,"['Robin Thicke', 'T.I.', 'Pharrell Williams']","['0ZrpamOxcZybMHGg1AYtHP', '4OBJLual30L7gRl5UkeRcT', '2RdwBSPQiwcmiDo9kixcl8']",2013-01-01,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4
6TEiFwaiHERpdfG6WnGed1,New Flesh,76,167987,0,['Current Joys'],['0m5FakHKCQdA7UN0PIzMcL'],2013,0.621,0.594,9,-16.066,1,0.0384,0.887,0.498,0.0917,0.698,165.863,4
7svpAkwc6xaSxlbZ7V7JiS,i was all over her,76,161463,0,['salvia palth'],['0pg0Zm8FsGAYy5kdHuBnSo'],2013-01-01,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4
48RrDBpOSSl1aLVCalGl5C,The Monster,76,250189,1,"['Eminem', 'Rihanna']","['7dGJo4pcD2V6oG8kP0tJRR', '5pKCCKE2ajJHZ9KAiaK11H']",2013-11-05,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,4
79MSEdtXuudhGhC5AtG07g,Break from Toronto,76,99213,1,['PARTYNEXTDOOR'],['2HPaUgqeutzr3jx5a9WyDV'],2013-07-01,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,4
7nzsY8vlnKdvGOEE0rjAXZ,Arabella,76,207357,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2013-09-09,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4
722tgOgdIbNe3BEyLnejw4,Black Skinhead,76,188013,1,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2013-06-18,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,4
6F5c58TMEs1byxUstkzVeM,Roar,76,223546,0,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],2013-10-18,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4
03fT3OHB9KyMtGMt2zwqCT,Play It Again,76,226867,0,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],2013-01-01,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,4
0lkQOB949M2gLyut86aJ1b,Cigarette Daydreams,75,208760,0,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],2013-10-08,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4
6fNhZRFEkBfgW39W3wKARJ,Pompeii,75,214148,0,['Bastille'],['7EQ0qTo7fWT7DPxmxtSYEc'],2013-01-01,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4
27tNWlhdAryQY04Gb2ZhUI,Roar,75,223546,0,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],2013-01-01,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4
4Ub8UsjWuewQrPhuepfVpd,Pompeii,75,214148,0,['Bastille'],['7EQ0qTo7fWT7DPxmxtSYEc'],2013-01-01,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4
0ct6r3EGTcMLPtrXHDvVjc,The Nights,86,176658,0,['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],2014-01-01,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,85,292987,1,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],2014-12-09,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,4
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,85,258987,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2014-06-21,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,84,241688,0,['Hozier'],['2FXC3k01G6Gw61bmprjgqS'],2014-07-20,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,4
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,84,281560,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2014-06-21,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,4
5O2P9iiztwhomNh8xkR9lJ,Night Changes,83,226600,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
6YUTL4dYpB9xZO5qExPf05,Summer,83,222533,0,['Calvin Harris'],['7CajNmpbOovFoOoasH2HaY'],2014-10-31,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,83,172724,0,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],2014-05-26,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,82,199080,0,['WALK THE MOON'],['6DIS6PRrLS3wbnZsf7vYic'],2014-12-02,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,82,229360,1,"['Pitbull', 'Ne-Yo']","['0TnOYISbd1XYRBk9myaseg', '21E3waRsmPlU7jZsS13rcj']",2014-11-21,0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124.043,4
3DmW6y7wTEYHJZlLo1r6XJ,Shower,82,206167,0,['Becky G'],['4obzFoKoKRHIphyHzJ35G3'],2014-04-23,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4
2iuZJX9X9P0GKaE93xcPjk,Sugar,82,235493,1,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2014-09-02,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,4
6RtPijgfPKROxEzTHNRiDp,Rude,81,224840,0,['MAGIC!'],['0DxeaLnv6SyYk2DOqkLO8c'],2014-06-25,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,4
7yq4Qj7cqayVTp3FF9CWbm,Riptide,81,204280,0,['Vance Joy'],['10exVja0key0uqUkk6LJRT'],2014-09-08,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
2bL2gyO6kBdLkNSkxXNh6x,Animals,81,231013,0,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2014-09-02,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4
6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,81,239320,1,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],2014-12-09,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,4
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,81,231827,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2014-01-01,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4
3JjnGLK8IxkNLvo8Lb3KOM,18,81,248360,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2014-11-17,0.681,0.582,6,-7.76,0,0.0313,0.22,0.0,0.119,0.221,124.038,4
4gbVRS8gloEluzf0GzDOFc,Maps,81,189960,0,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2014-09-02,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,80,194240,0,['American Authors'],['0MlOPi3zIDMVrfA9R04Fe3'],2014-01-01,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,80,228133,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2014-11-17,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,4
3JvrhDOgAt6p7K8mDyZwRd,Riptide,80,204280,0,['Vance Joy'],['10exVja0key0uqUkk6LJRT'],2014-09-09,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
0puf9yIluy9W0vpMEUoAnN,Bang Bang,80,199387,0,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']","['2gsggkzM5R49q6jpPvazou', '66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']",2014-10-14,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,4
2ixsaeFioXJmMgkkbd4uj1,Budapest,79,200733,0,['George Ezra'],['2ysnwxxNtSgbb9t1m2Ur4j'],2014-06-30,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4
4G92yYrUs0cvY7G41YRI0z,Jealous,79,287693,0,['Labrinth'],['2feDdbD5araYcm6JhFHHw7'],2014-11-23,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,3
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,79,219200,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2014-01-01,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,4
1almCHdsfikRPfVB9VrEdT,Little Do You Know,79,185200,0,['Alex & Sierra'],['58MLl9nC29IXbE4nEtuoP2'],2014-10-06,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,4
4VrWlk8IQxevMvERoX08iC,Chandelier,79,216120,0,['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],2014-07-04,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,79,267867,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2014-05-19,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
7xoUc6faLbCqZO6fQEYprd,One Last Time,79,197267,0,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2014-08-25,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4
0GLyqTysS0DFoeKjURtB8s,unravel,79,238360,0,['TK from Ling tosite sigure'],['3B9O5mYYw89fFXkwKh7jCS'],2014-08-27,0.507,0.889,7,-2.755,0,0.086,0.0495,0.0,0.0983,0.333,135.021,4
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,79,193733,0,['Rixton'],['0kkxsdcaWmWU2yWAqclDh4'],2014-01-01,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,4
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,78,220440,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2014-01-01,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4
5PycBIeabfvX3n9ILG7Vrv,Propuesta Indecente,77,235133,0,['Romeo Santos'],['5lwmRuXgjX8xIwlnauTZIP'],2014-02-25,0.757,0.632,2,-6.83,1,0.0549,0.499,0.0,0.0723,0.742,122.936,4
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,77,229400,0,"['A Great Big World', 'Christina Aguilera']","['5xKp3UyavIBUsGy3DQdXeF', '1l7ZsJRRS8wlW3WfJfPfNS']",2014-01-20,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3
6VrLYoQKdhu1Jruei06t65,Somebody To You,77,185098,0,['The Vamps'],['7gAppWoH7pcYmphCVTXkzs'],2014-01-01,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96,4
